@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

splice,1,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,309,10,0,96.865204,3.134796,0,0.949032,0.034489,0.137222,8.41562,30.327136,471.62119,72.675451,398.945738,1.478436,0.227823,1.250614,439.464212,1.377631,93.181609,0.960526,73,0.00823,2,0.99177,241,0.039474,3,0.973333,0.960526,0.966887,0.956657,0.998809,0.99618,0.968652,0.019555,0.980445,0.031348,0.96881,0.968652,0.968678,0.948024,0.988401,0.977301,0.967079,0.968652,0.947,0.09,0.859375,0.09375,859.375,93.75,1761693,1496886,177502,99.059561,38.349007,?
splice,2,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,300,19,0,94.043887,5.956113,0,0.902597,0.048247,0.157165,11.772759,34.734786,471.62119,60.29567,411.325519,1.478436,0.189015,1.289422,424.656585,1.331212,90.04188,0.868421,66,0.012346,3,0.987654,240,0.131579,10,0.956522,0.868421,0.910345,0.885783,0.996426,0.987925,0.940439,0.040534,0.959466,0.059561,0.941069,0.940439,0.940063,0.903639,0.994029,0.99093,0.934093,0.940439,0.923,0.109,0.890625,0.109375,890.625,109.375,1761497,1496886,177502,99.373041,40.543365,?
splice,2,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,309,10,0,96.865204,3.134796,0,0.94896,0.03434,0.127416,8.379337,28.159974,471.62119,50.879113,420.742076,1.478436,0.159496,1.318941,439.387127,1.377389,93.165264,0.947368,72,0.016461,4,0.983539,239,0.052632,4,0.947368,0.947368,0.947368,0.930908,0.991499,0.986219,0.968652,0.019521,0.980479,0.031348,0.968652,0.968652,0.968652,0.949131,0.993585,0.989984,0.965766,0.968652,0.762,0.11,0.765625,0.109375,765.625,109.375,1756375,1496886,177502,99.373041,38.349007,?
splice,2,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,304,15,0,95.297806,4.702194,0,0.92311,0.045358,0.15496,11.067649,34.247469,471.62119,86.182777,385.438412,1.478436,0.270165,1.208271,426.620933,1.33737,90.458389,0.921053,70,0.020576,5,0.979424,238,0.078947,6,0.933333,0.921053,0.927152,0.9046,0.992853,0.977819,0.952978,0.029299,0.970701,0.047022,0.952769,0.952978,0.952784,0.927112,0.989093,0.98075,0.944832,0.952978,0.782,0.137,0.734375,0.140625,734.375,140.625,1761709,1496886,177502,98.746082,40.020899,?
splice,2,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,298,21,0,93.416928,6.583072,0,0.893124,0.050774,0.176719,12.389228,39.056187,471.623505,78.435933,393.187572,1.478444,0.245881,1.232563,419.876658,1.316228,89.027933,0.909091,70,0.028926,7,0.971074,235,0.090909,7,0.909091,0.909091,0.909091,0.880165,0.994472,0.984349,0.934169,0.037653,0.962347,0.065831,0.934464,0.934169,0.934262,0.894412,0.992186,0.985827,0.927561,0.934169,0.939,0.14,0.859375,0.140625,859.375,140.625,1761187,1496886,177502,98.746082,39.707419,?
splice,2,5,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,304,15,0,95.297806,4.702194,0,0.923545,0.045113,0.153985,11.00801,34.031791,471.623505,69.442333,402.181172,1.478444,0.217688,1.260756,429.374518,1.346002,91.041798,0.974026,75,0.024793,6,0.975207,236,0.025974,2,0.925926,0.974026,0.949367,0.933243,0.997048,0.990806,0.952978,0.029333,0.970667,0.047022,0.953406,0.952978,0.95295,0.922725,0.992911,0.989817,0.949896,0.952978,0.806,0.089,0.78125,0.078125,781.25,78.125,1761848,1496886,177502,99.059561,39.393939,?
splice,2,6,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,311,8,0,97.492163,2.507837,0,0.959227,0.038403,0.128218,9.358822,28.296984,472.728597,40.259654,432.468943,1.481908,0.126206,1.355702,437.387089,1.371119,92.523933,0.961039,74,0.004132,1,0.995868,241,0.038961,3,0.986667,0.961039,0.973684,0.9656,0.99839,0.995056,0.974922,0.017425,0.982575,0.025078,0.975034,0.974922,0.974923,0.958697,0.997535,0.99604,0.973426,0.974922,0.897,0.099,0.828125,0.09375,828.125,93.75,1761802,1496886,177502,100,40.856844,?
splice,2,7,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,301,18,0,94.357367,5.642633,0,0.908131,0.052165,0.171282,12.712676,37.801026,472.728597,75.573699,397.154898,1.481908,0.236908,1.245,421.093878,1.320044,89.077302,0.922078,71,0.020661,5,0.979339,237,0.077922,6,0.934211,0.922078,0.928105,0.905459,0.993077,0.981366,0.943574,0.036844,0.963156,0.056426,0.943462,0.943574,0.94348,0.908922,0.992929,0.987946,0.938013,0.943574,0.85,0.127,0.796875,0.125,796.875,125,1761034,1496886,177502,98.432602,39.811912,?
splice,2,8,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,310,9,0,97.178683,2.821317,0,0.954514,0.036896,0.132653,8.991655,29.275942,472.728597,46.23797,426.490627,1.481908,0.144947,1.336961,439.278549,1.377049,92.924048,0.948052,73,0.008264,2,0.991736,240,0.051948,4,0.973333,0.948052,0.960526,0.948325,0.99576,0.986324,0.971787,0.008977,0.991023,0.028213,0.973448,0.971787,0.97202,0.957914,0.99668,0.993964,0.967221,0.971787,0.85,0.087,0.765625,0.09375,765.625,93.75,1761224,1496886,177502,99.373041,39.289446,?
splice,2,9,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,306,13,0,95.924765,4.075235,0,0.933557,0.042993,0.145605,10.47749,32.134224,472.728597,53.088288,419.64031,1.481908,0.166421,1.315487,430.698009,1.35015,91.108939,0.948052,73,0.012397,3,0.987603,239,0.051948,4,0.960526,0.948052,0.954248,0.939851,0.997531,0.992412,0.959248,0.029496,0.970504,0.040752,0.959265,0.959248,0.959166,0.933186,0.99643,0.993588,0.956195,0.959248,0.743,0.1,0.734375,0.109375,734.375,109.375,1761455,1496886,177502,99.68652,40.334378,?
splice,2,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,305,14,0,95.611285,4.388715,0,0.929244,0.046875,0.156425,11.423536,34.522172,472.728597,64.495283,408.233314,1.481908,0.20218,1.279728,429.076115,1.345066,90.765847,0.961039,74,0.016529,4,0.983471,238,0.038961,3,0.948718,0.961039,0.954839,0.940381,0.997317,0.991489,0.956113,0.021048,0.978952,0.043887,0.957063,0.956113,0.956315,0.929994,0.992592,0.988276,0.952567,0.956113,0.801,0.09,0.78125,0.09375,781.25,93.75,1761695,1496886,177502,99.059561,40.438871,?
splice,3,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,301,18,0,94.357367,5.642633,0,0.907587,0.046954,0.160276,11.457211,35.422226,471.62119,78.722667,392.898523,1.478436,0.24678,1.231657,425.00783,1.332313,90.116356,0.868421,66,0,0,1,243,0.131579,10,1,0.868421,0.929577,0.913289,0.992257,0.989697,0.943574,0.037184,0.962816,0.056426,0.94643,0.943574,0.943517,0.912328,0.989267,0.982977,0.935454,0.943574,0.732,0.09,0.734375,0.09375,734.375,93.75,1760907,1496886,177502,98.746082,39.602926,?
splice,3,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,303,16,0,94.984326,5.015674,0,0.918101,0.042718,0.151197,10.423597,33.415739,471.62119,88.97814,382.643049,1.478436,0.278928,1.199508,431.192835,1.351702,91.427791,0.921053,70,0.020576,5,0.979424,238,0.078947,6,0.933333,0.921053,0.927152,0.9046,0.995993,0.986501,0.949843,0.035104,0.964896,0.050157,0.949809,0.949843,0.949789,0.917015,0.987153,0.977559,0.946495,0.949843,0.698,0.118,0.6875,0.109375,687.5,109.375,1760879,1496886,177502,98.746082,39.498433,?
splice,3,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,305,14,0,95.611285,4.388715,0,0.929155,0.047466,0.154412,11.582037,34.126243,471.62119,58.151156,413.470033,1.478436,0.182292,1.296144,427.239825,1.33931,90.589616,0.973684,74,0.028807,7,0.971193,236,0.026316,2,0.91358,0.973684,0.942675,0.924814,0.995018,0.98557,0.956113,0.018652,0.981348,0.043887,0.957433,0.956113,0.956365,0.931298,0.994846,0.99117,0.951312,0.956113,1.064,0.149,0.921875,0.140625,921.875,140.625,1756724,1496886,177502,99.373041,40.020899,?
splice,3,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2007,2871,319,310,9,0,97.178683,2.821317,0,0.95445,0.03693,0.137548,8.999968,30.356228,472.728597,55.009954,417.718643,1.481908,0.172445,1.309463,438.606827,1.374943,92.781953,0.974026,75,0.012397,3,0.987603,239,0.025974,2,0.961538,0.974026,0.967742,0.957425,0.998497,0.995329,0.971787,0.011338,0.988662,0.028213,0.972417,0.971787,0.971932,0.956216,0.993915,0.99082,0.96825,0.971787,0.995,0.134,0.859375,0.125,859.375,125,1761189,1496886,177502,99.059561,39.289446,?
splice,3,5,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,308,11,0,96.551724,3.448276,0,0.944015,0.037456,0.133386,9.128132,29.437538,472.728597,52.994244,419.734353,1.481908,0.166126,1.315782,437.881105,1.372668,92.628436,0.948052,73,0.016529,4,0.983471,238,0.051948,4,0.948052,0.948052,0.948052,0.931523,0.995277,0.987553,0.965517,0.022778,0.977222,0.034483,0.965517,0.965517,0.965517,0.942739,0.994173,0.990931,0.963925,0.965517,1.286,0.261,0.90625,0.203125,906.25,203.125,1761385,1496886,177502,99.059561,40.020899,?
splice,3,6,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,303,16,0,94.984326,5.015674,0,0.919584,0.042409,0.144949,10.335089,31.989534,472.728597,48.264152,424.464445,1.481908,0.151298,1.33061,432.773336,1.356656,91.547949,0.974026,75,0.033058,8,0.966942,234,0.025974,2,0.903614,0.974026,0.9375,0.917768,0.996941,0.990363,0.949843,0.020682,0.979318,0.050157,0.952,0.949843,0.950129,0.920503,0.996499,0.994406,0.946559,0.949843,1.203,0.248,1.046875,0.15625,1046.875,156.25,1762044,1496886,177502,99.68652,39.811912,?
splice,3,7,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,306,13,0,95.924765,4.075235,0,0.93318,0.041601,0.148863,10.138129,32.853357,472.728597,58.450344,414.278253,1.481908,0.18323,1.298678,431.60933,1.353007,91.301718,0.883117,68,0.004132,1,0.995868,241,0.116883,9,0.985507,0.883117,0.931507,0.913566,0.993614,0.985461,0.959248,0.034218,0.965782,0.040752,0.960153,0.959248,0.958797,0.933558,0.995746,0.992614,0.955536,0.959248,1.792,0.244,1.171875,0.203125,1171.875,203.125,1761694,1496886,177502,99.059561,39.393939,?
splice,3,8,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,304,15,0,95.297806,4.702194,0,0.923442,0.043845,0.155572,10.684988,34.333983,472.728597,60.239667,412.48893,1.481908,0.188839,1.293069,430.052167,1.348126,90.972319,0.935065,72,0.016529,4,0.983471,238,0.064935,5,0.947368,0.935065,0.941176,0.922655,0.995814,0.986125,0.952978,0.03149,0.96851,0.047022,0.952911,0.952978,0.952907,0.923721,0.994374,0.989919,0.948736,0.952978,1.208,0.079,0.90625,0.078125,906.25,78.125,1761486,1496886,177502,99.059561,39.602926,?
splice,3,9,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,305,14,0,95.611285,4.388715,0,0.928442,0.046101,0.148641,11.24897,32.850654,471.623505,59.453405,412.170099,1.478444,0.186374,1.292069,426.820961,1.337997,90.500358,0.935065,72,0.016529,4,0.983471,238,0.064935,5,0.947368,0.935065,0.941176,0.922655,0.995063,0.984317,0.956113,0.025898,0.974102,0.043887,0.956042,0.956113,0.956063,0.931345,0.99618,0.990933,0.949453,0.956113,0.753,0.106,0.734375,0.109375,734.375,109.375,1761637,1496886,177502,99.059561,40.752351,?
splice,3,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,301,18,0,94.357367,5.642633,0,0.907596,0.053562,0.171005,13.069479,37.793406,471.623505,68.691471,402.932034,1.478444,0.215334,1.26311,417.680994,1.309345,88.562379,0.922078,71,0.024793,6,0.975207,236,0.077922,6,0.922078,0.922078,0.922078,0.897285,0.99356,0.980285,0.943574,0.039536,0.960464,0.056426,0.943715,0.943574,0.943411,0.908738,0.994074,0.98931,0.937615,0.943574,0.712,0.093,0.703125,0.09375,703.125,93.75,1762090,1496886,177502,99.059561,40.961338,?
splice,4,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,299,20,0,93.730408,6.269592,0,0.897927,0.053403,0.175262,13.030785,38.734174,471.623505,85.30787,386.315635,1.478444,0.267423,1.211021,418.455902,1.311774,88.726685,0.896104,69,0.016529,4,0.983471,238,0.103896,8,0.945205,0.896104,0.92,0.895977,0.996243,0.989079,0.937304,0.036622,0.963378,0.062696,0.938028,0.937304,0.937365,0.900966,0.99125,0.985502,0.929363,0.937304,0.809,0.104,0.796875,0.09375,796.875,93.75,1756711,1496886,177502,98.432602,40.020899,?
splice,4,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,310,9,0,97.178683,2.821317,0,0.954068,0.037616,0.132574,9.178523,29.299731,471.623505,64.417685,407.20582,1.478444,0.201936,1.276507,436.706877,1.368987,92.596504,0.935065,72,0,0,1,242,0.064935,5,1,0.935065,0.966443,0.95715,0.998658,0.99614,0.971787,0.016086,0.983914,0.028213,0.972948,0.971787,0.971873,0.956164,0.992237,0.98506,0.967928,0.971787,0.913,0.135,0.8125,0.125,812.5,125,1761207,1496886,177502,99.68652,39.602926,?
splice,4,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,308,11,0,96.551724,3.448276,0,0.94362,0.046622,0.143466,11.361952,31.662153,472.728597,52.538231,420.190367,1.481908,0.164697,1.317211,429.491842,1.346369,90.853789,0.987013,76,0.012397,3,0.987603,239,0.012987,1,0.962025,0.987013,0.974359,0.966201,0.997102,0.989213,0.965517,0.027501,0.972499,0.034483,0.966087,0.965517,0.965136,0.944066,0.995555,0.992328,0.96209,0.965517,0.899,0.116,0.890625,0.109375,890.625,109.375,1761670,1496886,177502,99.373041,41.065831,?
splice,4,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220614.2008,2871,319,306,13,0,95.924765,4.075235,0,0.933463,0.044433,0.148435,10.828442,32.758956,472.728597,64.063519,408.665078,1.481908,0.200826,1.281082,429.714336,1.347067,90.900855,0.935065,72,0.020661,5,0.979339,237,0.064935,5,0.935065,0.935065,0.935065,0.914404,0.993345,0.977413,0.959248,0.027134,0.972866,0.040752,0.959349,0.959248,0.959063,0.936807,0.994809,0.988917,0.952593,0.959248,0.988,0.14,0.890625,0.140625,890.625,140.625,1761749,1496886,177502,99.059561,40.125392,?
