@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

nursery,1,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1197,99,0,92.361111,7.638889,0,0.88693,0.070747,0.163068,25.903409,44.12004,2234.014981,444.686858,1789.328124,1.723777,0.343123,1.380654,1793.725706,1.384048,80.29157,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.923611,0.036026,0.963974,0.076389,?,0.923611,?,?,0.989228,0.973115,?,0.923611,0.412,0.06,0.40625,0.0625,406.25,62.5,56643,1180678,133510,99.92284,33.37963,?
nursery,2,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1207,89,0,93.132716,6.867284,0,0.898445,0.071783,0.164826,26.290373,44.610319,2230.399109,454.123903,1776.275207,1.720987,0.350404,1.370583,1782.824713,1.375636,79.932991,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.931327,0.032455,0.967545,0.068673,?,0.931327,?,?,0.987959,0.968771,?,0.931327,0.399,0.06,0.390625,0.0625,390.625,62.5,57429,1180678,133510,99.92284,33.287037,?
nursery,2,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1185,111,0,91.435185,8.564815,0,0.873244,0.072813,0.169801,26.667442,45.956782,2230.399109,466.196448,1764.202661,1.720987,0.359719,1.361267,1770.502322,1.366128,79.380516,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.914352,0.04055,0.95945,0.085648,?,0.914352,?,?,0.984999,0.966279,?,0.914352,0.42,0.05,0.421875,0.0625,421.875,62.5,56910,1180678,133510,99.92284,33.132716,?
nursery,2,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1178,118,0,90.895062,9.104938,0,0.865082,0.074693,0.17204,27.356793,46.564027,2223.34536,469.925913,1753.419447,1.715544,0.362597,1.352947,1758.672808,1.357001,79.100298,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.908951,0.043635,0.956365,0.091049,0.914325,0.908951,0.899091,0.865198,0.98527,0.967608,0.70485,0.908951,0.4,0.05,0.390625,0.046875,390.625,46.875,58170,1180678,133510,100,33.518519,?
nursery,2,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1180,116,0,91.049383,8.950617,0,0.867389,0.073598,0.168845,26.955725,45.699231,2223.34536,458.140237,1765.205123,1.715544,0.353503,1.362041,1770.752499,1.366321,79.64361,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.910494,0.042798,0.957202,0.089506,0.915069,0.910494,0.900558,0.867059,0.986512,0.968957,0.70601,0.910494,0.447,0.05,0.453125,0.03125,453.125,31.25,57458,1180678,133510,100,33.271605,?
nursery,2,5,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1187,109,0,91.589506,8.410494,0,0.875383,0.070928,0.165607,25.978108,44.82371,2223.268119,444.074734,1779.193385,1.715485,0.34265,1.372834,1784.578474,1.37699,80.268253,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.915895,0.040288,0.959712,0.084105,0.920198,0.915895,0.905853,0.874873,0.987197,0.970243,0.710158,0.915895,0.4,0.06,0.40625,0.046875,406.25,46.875,58146,1180678,133510,100,33.37963,?
nursery,2,6,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1187,109,0,91.589506,8.410494,0,0.875348,0.072735,0.167869,26.639979,45.435999,2223.268119,451.86853,1771.399589,1.715485,0.348664,1.366821,1775.678335,1.370122,79.867935,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.915895,0.040258,0.959742,0.084105,?,0.915895,?,?,0.986967,0.971191,?,0.915895,0.42,0.06,0.421875,0.046875,421.875,46.875,57022,1180678,133510,100,33.256173,?
nursery,2,7,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1194,102,0,92.12963,7.87037,0,0.883465,0.069669,0.163001,25.517168,44.118519,2223.268119,430.440953,1792.827166,1.715485,0.33213,1.383354,1795.439619,1.38537,80.756774,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.921296,0.037723,0.962277,0.078704,0.925211,0.921296,0.91305,0.88476,0.989183,0.977788,0.740579,0.921296,0.412,0.05,0.390625,0.046875,390.625,46.875,57844,1180678,133510,100,33.070988,?
nursery,2,8,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1186,110,0,91.512346,8.487654,0,0.874361,0.073457,0.168937,26.90458,45.725062,2223.268119,456.998533,1766.269586,1.715485,0.352622,1.362862,1770.661527,1.366251,79.642285,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.915123,0.040667,0.959333,0.084877,0.919324,0.915123,0.907822,0.876417,0.98649,0.96942,0.747886,0.915123,0.404,0.05,0.390625,0.046875,390.625,46.875,57824,1180678,133510,100,33.271605,?
nursery,2,9,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1180,116,0,91.049383,8.950617,0,0.867372,0.072613,0.166402,26.595304,45.038994,2223.268119,448.594958,1774.673161,1.715485,0.346138,1.369347,1778.936074,1.372636,80.014464,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.910494,0.042883,0.957117,0.089506,0.915228,0.910494,0.900566,0.867116,0.987946,0.973039,0.706024,0.910494,0.41,0.05,0.421875,0.046875,421.875,46.875,57350,1180678,133510,100,33.564815,?
nursery,2,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1187,109,0,91.589506,8.410494,0,0.875439,0.064857,0.157982,23.754563,42.759833,2223.268119,403.182917,1820.085202,1.715485,0.311098,1.404387,1823.315929,1.40688,82.010618,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.915895,0.039962,0.960038,0.084105,0.919027,0.915895,0.905638,0.874311,0.988926,0.976863,0.71003,0.915895,0.4,0.05,0.40625,0.046875,406.25,46.875,57102,1180678,133510,100,32.515432,?
nursery,3,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1181,115,0,91.126543,8.873457,0,0.868572,0.073583,0.171164,26.950235,46.326845,2223.34536,464.189981,1759.155379,1.715544,0.358171,1.357373,1766.988748,1.363417,79.474326,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.911265,0.042447,0.957553,0.088735,0.915827,0.911265,0.902304,0.869457,0.984108,0.964659,0.720127,0.911265,0.42,0.055,0.421875,0.0625,421.875,62.5,58021,1180678,133510,100,33.101852,?
nursery,3,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1179,117,0,90.972222,9.027778,0,0.866252,0.071596,0.168188,26.222571,45.521381,2223.34536,450.53068,1772.81468,1.715544,0.347632,1.367913,1778.14531,1.372026,79.976118,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.909722,0.043365,0.956635,0.090278,0.915803,0.909722,0.900853,0.867983,0.986007,0.968978,0.718969,0.909722,0.401,0.05,0.40625,0.046875,406.25,46.875,55931,1180678,133510,100,33.194444,?
nursery,3,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1181,115,0,91.126543,8.873457,0,0.868582,0.073479,0.170011,26.912142,46.014884,2223.34536,460.685581,1762.65978,1.715544,0.355467,1.360077,1769.701988,1.365511,79.59636,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.911265,0.042393,0.957607,0.088735,0.915499,0.911265,0.902277,0.869288,0.985014,0.967743,0.720112,0.911265,0.41,0.05,0.40625,0.046875,406.25,46.875,58085,1180678,133510,100,33.271605,?
nursery,3,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1190,106,0,91.820988,8.179012,0,0.878807,0.072446,0.166336,26.533628,45.020303,2223.34536,448.563217,1774.782143,1.715544,0.346114,1.369431,1778.295254,1.372141,79.982862,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.91821,0.039236,0.960764,0.08179,0.923096,0.91821,0.908183,0.878623,0.988587,0.972992,0.711955,0.91821,0.41,0.05,0.421875,0.046875,421.875,46.875,56962,1180678,133510,100,33.395062,?
nursery,3,5,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1192,104,0,91.975309,8.024691,0,0.881058,0.072674,0.167541,26.617646,45.34735,2223.268119,451.747263,1771.520856,1.715485,0.34857,1.366914,1775.361799,1.369878,79.853698,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.919753,0.038481,0.961519,0.080247,?,0.919753,?,?,0.987681,0.973738,?,0.919753,0.41,0.049,0.40625,0.0625,406.25,62.5,57964,1180678,133510,100,33.287037,?
nursery,3,6,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1190,106,0,91.820988,8.179012,0,0.879043,0.074953,0.172019,27.452434,46.559403,2223.268119,471.398035,1751.870084,1.715485,0.363733,1.351752,1759.359369,1.35753,79.133927,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.91821,0.039002,0.960998,0.08179,0.921209,0.91821,0.912244,0.881238,0.984442,0.965074,0.772397,0.91821,0.406,0.06,0.390625,0.0625,390.625,62.5,59158,1180678,133510,100,33.503086,?
nursery,3,7,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1185,111,0,91.435185,8.564815,0,0.87306,0.071975,0.166764,26.361646,45.137036,2223.268119,448.870049,1774.39807,1.715485,0.34635,1.369134,1778.974919,1.372666,80.016211,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.914352,0.040987,0.959013,0.085648,?,0.914352,?,?,0.987116,0.971319,?,0.914352,0.42,0.05,0.421875,0.046875,421.875,46.875,57997,1180678,133510,100,33.333333,?
nursery,3,8,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1189,107,0,91.743827,8.256173,0,0.877835,0.071132,0.165465,26.053067,44.785342,2223.268119,444.114235,1779.153884,1.715485,0.342681,1.372804,1785.13755,1.377421,80.293399,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.917438,0.039292,0.960708,0.082562,0.920397,0.917438,0.909955,0.879215,0.986971,0.97162,0.749586,0.917438,0.401,0.06,0.40625,0.0625,406.25,62.5,57563,1180678,133510,100,33.256173,?
nursery,3,9,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1183,113,0,91.280864,8.719136,0,0.870887,0.073113,0.169775,26.777718,45.950724,2230.321868,464.979068,1765.3428,1.720927,0.35878,1.362147,1769.216506,1.365136,79.325614,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.912809,0.041445,0.958555,0.087191,?,0.912809,?,?,0.986267,0.967126,?,0.912809,0.409,0.05,0.40625,0.046875,406.25,46.875,57239,1180678,133510,99.92284,33.055556,?
nursery,3,10,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1197,99,0,92.361111,7.638889,0,0.886957,0.069575,0.162544,25.482083,43.99347,2230.321868,441.245125,1789.076743,1.720927,0.340467,1.38046,1792.310346,1.382956,80.361062,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.923611,0.036107,0.963893,0.076389,?,0.923611,?,?,0.988769,0.970784,?,0.923611,0.4,0.06,0.390625,0.0625,390.625,62.5,57165,1180678,133510,99.92284,32.916667,?
nursery,4,1,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1196,100,0,92.283951,7.716049,0,0.88574,0.071502,0.164111,26.188251,44.418855,2223.268119,440.523903,1782.744216,1.715485,0.33991,1.375574,1785.980065,1.378071,80.331295,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.92284,0.036816,0.963184,0.07716,0.925979,0.92284,0.91355,0.885807,0.989061,0.97607,0.728945,0.92284,0.409,0.06,0.421875,0.046875,421.875,46.875,58448,1180678,133510,100,33.333333,?
nursery,4,2,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1208,88,0,93.209877,6.790123,0,0.899513,0.065389,0.153402,23.949531,41.520197,2223.268119,395.741425,1827.526694,1.715485,0.305356,1.410129,1829.33273,1.411522,82.281247,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.932099,0.032474,0.967526,0.067901,0.93491,0.932099,0.924436,0.900775,0.992494,0.984561,0.760878,0.932099,0.399,0.06,0.375,0.0625,375,62.5,57629,1180678,133510,100,33.225309,?
nursery,4,3,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1184,112,0,91.358025,8.641975,0,0.872019,0.075083,0.171638,27.499954,46.456092,2223.268119,468.176919,1755.0912,1.715485,0.361248,1.354237,1761.394784,1.359101,79.225478,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.91358,0.041247,0.958753,0.08642,0.917255,0.91358,0.904492,0.8724,0.985204,0.966999,0.721866,0.91358,0.401,0.06,0.40625,0.0625,406.25,62.5,58426,1180678,133510,100,33.132716,?
nursery,4,4,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1194,102,0,92.12963,7.87037,0,0.883365,0.070414,0.163454,25.78993,44.241157,2223.268119,435.906402,1787.361717,1.715485,0.336348,1.379137,1790.320643,1.38142,80.526529,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.921296,0.037871,0.962129,0.078704,0.926285,0.921296,0.911225,0.883214,0.989213,0.975142,0.714339,0.921296,0.42,0.05,0.421875,0.046875,421.875,46.875,57785,1180678,133510,100,33.194444,?
nursery,4,5,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1188,108,0,91.666667,8.333333,0,0.876549,0.069715,0.163714,25.53376,44.311325,2223.268119,433.831036,1789.437083,1.715485,0.334746,1.380738,1792.689334,1.383248,80.63307,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.916667,0.03979,0.96021,0.083333,0.92031,0.916667,0.906534,0.87568,0.988115,0.972711,0.710706,0.916667,0.4,0.05,0.390625,0.046875,390.625,46.875,56147,1180678,133510,100,33.070988,?
nursery,4,6,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1175,121,0,90.66358,9.33642,0,0.861659,0.072747,0.170111,26.644265,46.042888,2223.268119,456.865434,1766.402685,1.715485,0.35252,1.362965,1771.370052,1.366798,79.674153,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.906636,0.044689,0.955311,0.093364,0.911408,0.906636,0.896768,0.861436,0.985203,0.967754,0.70306,0.906636,0.41,0.05,0.40625,0.0625,406.25,62.5,57676,1180678,133510,100,33.302469,?
nursery,4,7,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1198,98,0,92.438272,7.561728,0,0.88804,0.068898,0.161001,25.23412,43.576232,2223.34536,423.142239,1800.203121,1.715544,0.326499,1.389046,1803.797059,1.391819,81.129864,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.924383,0.035997,0.964003,0.075617,0.927294,0.924383,0.915025,0.888002,0.989435,0.97784,0.730088,0.924383,0.41,0.06,0.40625,0.0625,406.25,62.5,58800,1180678,133510,100,33.256173,?
nursery,4,8,weka.classifiers.meta.RandomCommittee,'-S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.RandomFerns -- -S 1 -size 2',-9204394360557300093,20220615.0425,11664,1296,1176,120,0,90.740741,9.259259,0,0.862867,0.073148,0.169957,26.790651,46.000338,2223.34536,459.743367,1763.601993,1.715544,0.35474,1.360804,1770.583255,1.366191,79.635997,1,432,0,0,1,864,0,0,1,1,1,1,1,1,0.907407,0.043984,0.956016,0.092593,0.91094,0.907407,0.897345,0.861994,0.984748,0.966539,0.703538,0.907407,0.415,0.06,0.421875,0.046875,421.875,46.875,57753,1180678,133510,100,33.348765,?
